Block_ID,Expected_Hex,Actual_Hex,Match_Status
82,00090000155200004500000000000000,00090000155200004500000000000000,1
83,9400003600004124000000001c6a0000,9400003600004124000000001c6a0000,1
84,0000540053000d0000a76359173d0000,0000540053000d0000a76359173d0000,1
85,006200000019004a0000000000000700,006200000019004a0000000000000700,1
86,0000c40000008c0d8c750018004a0032,0000c40000008c0d8c750018004a0032,1
87,0021002f0000001b54007e2a4d00001c,0021002f0000001b54007e2a4d00001c,1
88,00002464000000000000000050000000,00002464000000000000000050000000,1
89,0c00007f000000000000000f5206b500,0c00007f000000000000000f5206b500,1
90,00000000b10027000000002c000077a7,00000000b10027000000002c000077a7,1
91,4400000000000000000043403200003f,4400000000000000000043403200003f,1
92,00000000000000000000d89c002d2f00,00000000000000000000d89c002d2f00,1
93,00000000000000000000000439000000,00000000000000000000000439000000,1
94,00000000000000000003000013590000,00000000000000000003000013590000,1
95,00000000000000000f006b0000000000,00000000000000000f006b0000000000,1
96,000000280008000000105ca20000008a,000000280008000000105ca20000008a,1
97,00007d000000002e00009c2a00004600,00007d000000002e00009c2a00004600,1
98,053f3679000000000000000000270000,053f3679000000000000000000270000,1
99,0000540000000002000000743400b500,0000540000000002000000743400b500,1
100,580000004e000000000001000000ca00,580000004e000000000001000000ca00,1
101,000031001e0094000058007676250000,000031001e0094000058007676250000,1
102,0002000000bc001fb600000000510007,0002000000bc001fb600000000510007,1
103,004e0000505800000010250000000000,004e0000505800000010250000000000,1
104,0e000000005e00000000000042005100,0e000000005e00000000000042005100,1
105,00953200000000000000003d00760000,00953200000000000000003d00760000,1
106,00001b00000028000020920023007911,00001b00000028000020920023007911,1
107,006a003e0000d200002500005d000000,006a003e0000d200002500005d000000,1
108,0000500000000000000000977d1e0000,0000500000000000000000977d1e0000,1
109,00004000000000006700000000000000,00004000000000006700000000000000,1
110,0064007f004900400000003200003500,0064007f004900400000003200003500,1
111,f8001d004f0000000000000000000800,f8001d004f0000000000000000000800,1
112,0075006e230000007700000000000000,0075006e230000007700000000000000,1
113,72000000002f00170000000000000017,72000000002f00170000000000000017,1
114,000000000000000000140069005c0e00,000000000000000000140069005c0e00,1
115,0036000000000014002a000098470015,0036000000000014002a000098470015,1
116,56000000000000009f00000000270200,56000000000000009f00000000270200,1
117,3100000000000000142b000000961400,3100000000000000142b000000961400,1
118,00000000000000000000170000000000,00000000000000000000170000000000,1
119,5f0230000000001b22000017002c001f,5f0230000000001b22000017002c001f,1
120,000000000097004ce084522b27440055,000000000097004ce084522b27440055,1
121,005100a3a10000005c45000000000006,005100a3a10000005c45000000000006,1
122,000069003f007700000000a100004700,000069003f007700000000a100004700,1
123,5d000000000d00000000270000051800,5d000000000d00000000270000051800,1
124,007f58001f0000000000000000780062,007f58001f0000000000000000780062,1
125,000016003e000000085a00001d0000e4,000016003e000000085a00001d0000e4,1
126,00000000000008450000000000001200,00000000000008450000000000001200,1
127,0045980000000000009c00000000001a,0045980000000000009c00000000001a,1
128,0000332a830000000040006d00000005,0000332a830000000040006d00000005,1
129,000000266000c71a4a00000000000000,000000266000c71a4a00000000000000,1
130,00677500000000000026000000120000,00677500000000000026000000120000,1
131,00171c001418001d0000000000000004,00171c001418001d0000000000000004,1
132,00000000006800000000440000000000,00000000006800000000440000000000,1
133,36000000270f98009000860000004000,36000000270f98009000860000004000,1
134,00000000760000000000701f00390000,00000000760000000000701f00390000,1
135,2c000600002d0000001f890000000009,2c000600002d0000001f890000000009,1
136,000000940000002a340f0f000000bc00,000000940000002a340f0f000000bc00,1
137,00000065361a0000000000463a000000,00000065361a0000000000463a000000,1
138,000075560000000000007e2a00000000,000075560000000000007e2a00000000,1
139,00002400000019000000005b0000c09d,00002400000019000000005b0000c09d,1
140,0000000059000065450000d5940000b2,0000000059000065450000d5940000b2,1
141,0000ad00000025000000000023004451,0000ad00000025000000000023004451,1
142,0000917a003600bb0000003000000000,0000917a003600bb0000003000000000,1
143,350000000000009c0000240000000033,350000000000009c0000240000000033,1
144,1f000000000013741a00000000000000,1f000000000013741a00000000000000,1
145,1d680000000700004000a30017000500,1d680000000700004000a30017000500,1
146,000025000040250000007c0000000000,000025000040250000007c0000000000,1
147,00000000005a002b0000008100007000,00000000005a002b0000008100007000,1
148,6800bf00000000000000a23d0e005c00,6800bf00000000000000a23d0e005c00,1
149,43000032000000000077000002160000,43000032000000000077000002160000,1
150,00000000002e0000005a0100a3000000,00000000002e0000005a0100a3000000,1
151,590000000000006f0000006f00000005,590000000000006f0000006f00000005,1
152,00007e0000880077005700004a2a0099,00007e0000880077005700004a2a0099,1
153,a3000436000048008200009880000000,a3000436000048008200009880000000,1
154,0000000000210000000000b200003e00,0000000000210000000000b200003e00,1
155,000000005153052e000000036f1a0000,000000005153052e000000036f1a0000,1
156,0000000000bc01000000002f81000000,0000000000bc01000000002f81000000,1
157,00000009004c0000000000000000006a,00000009004c0000000000000000006a,1
158,000000000000000000000000003e0000,000000000000000000000000003e0000,1
159,94004c44005a7f203351000000000000,94004c44005a7f203351000000000000,1
160,000073000000002e9100000000000089,000073000000002e9100000000000089,1
161,0000801300ab000000006e3300000018,0000801300ab000000006e3300000018,1
162,0000000c2d007a00a5008d00b100004b,0000000c2d007a00a5008d00b100004b,1
163,0013000b00006f000000000000000e00,0013000b00006f000000000000000e00,1
164,00891f1c5800003f0000000000000000,00891f1c5800003f0000000000000000,1
165,55000000001600000000250500000062,55000000001600000000250500000062,1
166,005e0b00a94b490000004b8300003b00,005e0b00a94b490000004b8300003b00,1
167,46000000001913005600b2b9001b0017,46000000001913005600b2b9001b0017,1
168,760e00246d00580000310b0000000000,760e00246d00580000310b0000000000,1
169,00000000000000005766000000000051,00000000000000005766000000000051,1
170,0000000000fe0000004cb00000001300,0000000000fe0000004cb00000001300,1
171,23000000004d006b0f00008046000000,23000000004d006b0f00008046000000,1
172,634a00260000a37b0000500000002c52,634a00260000a37b0000500000002c52,1
173,00000024000000000000580000000000,00000024000000000000580000000000,1
174,0000d0610000000000aa570200000000,0000d0610000000000aa570200000000,1
175,00000000000000000000173b4400000c,00000000000000000000173b4400000c,1
176,5500410000000000194f000000ca0b10,5500410000000000194f000000ca0b10,1
177,0000000200000000058d9f0000000000,0000000200000000058d9f0000000000,1
178,00607d001b0000000054120066000050,00607d001b0000000054120066000050,1
179,00590000000000003700000000000026,00590000000000003700000000000026,1
180,00000000a1000000240000000d000077,00000000a1000000240000000d000077,1
181,000039002700003800ac00000000004d,000039002700003800ac00000000004d,1
182,0000432c00000009000007ab09000000,0000432c00000009000007ab09000000,1
183,0000001200990000e100000000000000,0000001200990000e100000000000000,1
184,000023001f0000dc00008b000000a600,000023001f0000dc00008b000000a600,1
185,00000a00000e00001200000000007946,00000a00000e00001200000000007946,1
186,0000000021640068b24c000000000031,0000000021640068b24c000000000031,1
187,00000002000000002d00630a003d8400,00000002000000002d00630a003d8400,1
188,000000001a000000007b5a000d390000,000000001a000000007b5a000d390000,1
189,000000ec003100600f00000054779e00,000000ec003100600f00000054779e00,1
190,6000000b004037000000000000000038,6000000b004037000000000000000038,1
191,00041c34000514000000003c005d004e,00041c34000514000000003c005d004e,1
192,002613000000006c0000003b00002354,002613000000006c0000003b00002354,1
193,000700006800001c0000000000000026,000700006800001c0000000000000026,1
194,001bbec50000003f000000008d0000e2,001bbec50000003f000000008d0000e2,1
195,001800000000001e0000000000002400,001800000000001e0000000000002400,1
196,0000490000510000000000001800008d,0000490000510000000000001800008d,1
197,2cbc297f004e00000000001c83001700,2cbc297f004e00000000001c83001700,1
198,00000037640000000000000000000058,00000037640000000000000000000058,1
199,000000299f0001000000800000000083,000000299f0001000000800000000083,1
200,00000000000000a500000000002b1f00,00000000000000a500000000002b1f00,1
201,ab5c00000000000038320005009a000c,ab5c00000000000038320005009a000c,1
202,00000000c2180000003a000000610065,00000000c2180000003a000000610065,1
203,0000000000000000d000000000002e00,0000000000000000d000000000002e00,1
204,003100006600002300000064052f0000,003100006600002300000064052f0000,1
205,009e0000000074000000130000280003,009e0000000074000000130000280003,1
206,00005c2d00001f0000282f0000000000,00005c2d00001f0000282f0000000000,1
207,7b000017260000000000000719000067,7b000017260000000000000719000067,1
208,00000000000000000000000065176f92,00000000000000000000000065176f92,1
209,00001100003400000700000047004155,00001100003400000700000047004155,1
210,001e0000008100000000642400890000,001e0000008100000000642400890000,1
211,00231b4f5c8500176700000000550000,00231b4f5c8500176700000000550000,1
212,0100001a080000003300390000000000,0100001a080000003300390000000000,1
213,685f00000000002c003a010000a6003b,685f00000000002c003a010000a6003b,1
214,00050e00000000391400001300db0000,00050e00000000391400001300db0000,1
215,2c3f000000002b00006cbda500000000,2c3f000000002b00006cbda500000000,1
216,000000190000b600000000005e2b5f8f,000000190000b600000000005e2b5f8f,1
217,0000000000000100330017000000002b,0000000000000100330017000000002b,1
218,00100078003200000058004800000000,00100078003200000058004800000000,1
219,00e19f00480000008900760018000000,00e19f00480000008900760018000000,1
220,00927400008c0000005e605f0600000c,00927400008c0000005e605f0600000c,1
221,000000690000820000430031002f0000,000000690000820000430031002f0000,1
222,0000000015000000000000a900000000,0000000015000000000000a900000000,1
223,146a000a002700050405000000000000,146a000a002700050405000000000000,1
224,00001600000400000000000000000000,00001600000400000000000000000000,1
225,0000554100006200001f20237b0e0000,0000554100006200001f20237b0e0000,1
226,00490000000000820044000017002700,00490000000000820044000017002700,1
227,00000000000000015f0000f587170080,00000000000000015f0000f587170080,1
228,00000096000000147f00000000950042,00000096000000147f00000000950042,1
229,00000000000000007f26000000080005,00000000000000007f26000000080005,1
230,0000000000003d0051040043003b0000,0000000000003d0051040043003b0000,1
231,000000000000000000000000000000a3,000000000000000000000000000000a3,1
232,0000008000000000003d000031000000,0000008000000000003d000031000000,1
233,00001e140000002b2900000000000000,00001e140000002b2900000000000000,1
234,3b490000000000320000007a730c0000,3b490000000000320000007a730c0000,1
235,4400000000002d003600009600000000,4400000000002d003600009600000000,1
236,000c0000000000bc0000880000915600,000c0000000000bc0000880000915600,1
237,000000000c00002fef71000000000032,000000000c00002fef71000000000032,1
238,0000000000003c00cf000038003d0000,0000000000003c00cf000038003d0000,1
239,00b30000000000000000000015000000,00b30000000000000000000015000000,1
240,0000002c00000000743b000000b00000,0000002c00000000743b000000b00000,1
241,000009000600000025000e000000001b,000009000600000025000e000000001b,1
242,009100000072006e0000000700000000,009100000072006e0000000700000000,1
243,0000000001007d5d4000001f001e0000,0000000001007d5d4000001f001e0000,1
244,000000bd00001000001f000000000700,000000bd00001000001f000000000700,1
245,00000000000000000000000000000001,00000000000000000000000000000001,1
246,000000006d000000000000840000004d,000000006d000000000000840000004d,1
247,1bb51e00000000070000000065000100,1bb51e00000000070000000065000100,1
248,1ac40000000000000000bd000041001a,1ac40000000000000000bd000041001a,1
249,8700008200000000000a000000000000,8700008200000000000a000000000000,1
250,00330000f9cc62000000920000000100,00330000f9cc62000000920000000100,1
251,000000009c00000000004d000000418e,000000009c00000000004d000000418e,1
252,0000000000d000002600005200000000,0000000000d000002600005200000000,1
253,4e210000000000000000000000000000,4e210000000000000000000000000000,1
254,0000000096000000000000a300000000,0000000096000000000000a300000000,1
255,0075000000006d000000000000000055,0075000000006d000000000000000055,1
256,b90000000000000000004500003b0069,b90000000000000000004500003b0069,1
257,000000002c5900004100000040005e00,000000002c5900004100000040005e00,1
258,00930000000034b700000000007d3c00,00930000000034b700000000007d3c00,1
259,00002323000000000000000500ba0000,00002323000000000000000500ba0000,1
260,00000031000000950000000000020000,00000031000000950000000000020000,1
261,0c00730000039500000039000000a000,0c00730000039500000039000000a000,1
262,00000000000000000000000000006200,00000000000000000000000000006200,1
263,0000007fd9001e530d4d000000000d88,0000007fd9001e530d4d000000000d88,1
264,00008de500000000003c000000430a00,00008de500000000003c000000430a00,1
265,910012002700000050004d0ea4000000,910012002700000050004d0ea4000000,1
266,00000000000089000000000000130000,00000000000089000000000000130000,1
267,000000000000000000000039000021af,000000000000000000000039000021af,1
268,000013000071000000000a0000000000,000013000071000000000a0000000000,1
269,61000000000100470063000000000053,61000000000100470063000000000053,1
270,01000000009900051800000000000000,01000000009900051800000000000000,1
271,00740900000000000000000000000000,00740900000000000000000000000000,1
272,001d000000003f130b00000000000000,001d000000003f130b00000000000000,1
273,0200190654006b132108000000000300,0200190654006b132108000000000300,1
274,00000000005900000057140000006a1d,00000000005900000057140000006a1d,1
275,6364001c003544752b8f000300000000,6364001c003544752b8f000300000000,1
276,4f00006800007200000a00030c23002a,4f00006800007200000a00030c23002a,1
277,1e25004f004600000000000003000019,1e25004f004600000000000003000019,1
278,00420000000000002213000000000000,00420000000000002213000000000000,1
279,000700000010000000000000005da409,000700000010000000000000005da409,1
280,8b006b2c510000000000002e001d004e,8b006b2c510000000000002e001d004e,1
281,0000000003002400090000b02d4e0000,0000000003002400090000b02d4e0000,1
282,950000000000000900430a0000000000,950000000000000900430a0000000000,1
283,00000128000000000000090008000d00,00000128000000000000090008000d00,1
284,2540000000005b6f629c00006e000000,2540000000005b6f629c00006e000000,1
285,00000000000000007700000087003a90,00000000000000007700000087003a90,1
286,00000300b90000200000440000005000,00000300b90000200000440000005000,1
287,e4000000810003000000003d00000000,e4000000810003000000003d00000000,1
288,0000000018000000000000002d002400,0000000018000000000000002d002400,1
289,00000000000093000016000000000000,00000000000093000016000000000000,1
290,00004360002e00000000000000000000,00004360002e00000000000000000000,1
291,0000321300441b0d350031000000164e,0000321300441b0d350031000000164e,1
292,2d00000000003a0000000066164e0033,2d00000000003a0000000066164e0033,1
293,000e002300002f009e37080046000033,000e002300002f009e37080046000033,1
294,00000067160039000000000000a20c1c,00000067160039000000000000a20c1c,1
295,0003000f000000000000000000000270,0003000f000000000000000000000270,1
296,00002500990000003700373300001e00,00002500990000003700373300001e00,1
297,00466000600000080000cb0000000000,00466000600000080000cb0000000000,1
298,3327003100000000000000000000c400,3327003100000000000000000000c400,1
299,00000000290000000300000000005ec7,00000000290000000300000000005ec7,1
300,3e3000191ba1b5000000580000000500,3e3000191ba1b5000000580000000500,1
301,c200000000001900000000000a5a0000,c200000000001900000000000a5a0000,1
302,00620000000000127200000017004440,00620000000000127200000017004440,1
303,00790000000000430000000033002300,00790000000000430000000033002300,1
304,00000000165000004c0000004e00001b,00000000165000004c0000004e00001b,1
305,19700000f8650f1d0000000000000800,19700000f8650f1d0000000000000800,1
306,94000000003d5ad100001d00000a3300,94000000003d5ad100001d00000a3300,1
307,004b0000005e00004a00b8006700002f,004b0000005e00004a00b8006700002f,1
308,0000000000001700003b1700c24f0000,0000000000001700003b1700c24f0000,1
309,00000097002e00000000000000000000,00000097002e00000000000000000000,1
310,000000000000000000130000000f0400,000000000000000000130000000f0400,1
311,3151a2000000000000000b810000e20f,3151a2000000000000000b810000e20f,1
312,00001a46020081001300610000000019,00001a46020081001300610000000019,1
313,47008000020000390000000000c85d48,47008000020000390000000000c85d48,1
314,00004600ed66020060009a5600007500,00004600ed66020060009a5600007500,1
315,00b80800002500440000000000000000,00b80800002500440000000000000000,1
316,00009181500000be00000000003a0000,00009181500000be00000000003a0000,1
317,688e0000000f0f006200005beb230000,688e0000000f0f006200005beb230000,1
318,006614740b0000361700aa0000601300,006614740b0000361700aa0000601300,1
319,302a0000000038002100003c00000000,302a0000000038002100003c00000000,1
320,0013000000000f00000000b000001400,0013000000000f00000000b000001400,1
321,0000002400002000000000000200003a,0000002400002000000000000200003a,1
322,000000000000000000005c0603964a85,000000000000000000005c0603964a85,1
323,00e50000004d008100000000c1008200,00e50000004d008100000000c1008200,1
324,a300aa4a000000000000842100000000,a300aa4a000000000000842100000000,1
325,000000000000980000002b0000000000,000000000000980000002b0000000000,1
326,00422a0000000000bd6b0b8a00000000,00422a0000000000bd6b0b8a00000000,1
327,001900000000a000004c000000000000,001900000000a000004c000000000000,1
328,0000000000001c000031000000000000,0000000000001c000031000000000000,1
329,000000000000008e0000003b41000000,000000000000008e0000003b41000000,1
330,270000004e0000004700009c005d0000,270000004e0000004700009c005d0000,1
331,281b13000000b5150000000000170000,281b13000000b5150000000000170000,1
332,42000000000000000000910f09000063,42000000000000000000910f09000063,1
333,00300000393020001335000000000000,00300000393020001335000000000000,1
334,0000005b170000000000000000004000,0000005b170000000000000000004000,1
335,00e2000071001f100000003720000000,00e2000071001f100000003720000000,1
336,0002003a00102100750000d000000000,0002003a00102100750000d000000000,1
337,1c00000000000000002a0d0000000a68,1c00000000000000002a0d0000000a68,1
338,0000b182000071000000001c007b3c00,0000b182000071000000001c007b3c00,1
339,00000000004000000000002b00140000,00000000004000000000002b00140000,1
340,000000000000008c3c0000000c000000,000000000000008c3c0000000c000000,1
341,0000002f560000000065970013004f00,0000002f560000000065970013004f00,1
342,12210000000000150000362c40008900,12210000000000150000362c40008900,1
343,001e0000000000003700790000002100,001e0000000000003700790000002100,1
344,0000971700000000002c000000010000,0000971700000000002c000000010000,1
345,00001e83006500490000000014000000,00001e83006500490000000014000000,1
346,000000000000000000000000000e00c8,000000000000000000000000000e00c8,1
347,8a64090e007000a600180000005e8c00,8a64090e007000a600180000005e8c00,1
348,000000000083000028b9000000003100,000000000083000028b9000000003100,1
349,5f000000252800000009001835001d00,5f000000252800000009001835001d00,1
350,00000021001500000053000000000000,00000021001500000053000000000000,1
351,0000000000e80000000000a237002c00,0000000000e80000000000a237002c00,1
352,0000137b003800900036000026000a00,0000137b003800900036000026000a00,1
353,0000004f00030000140000006a005300,0000004f00030000140000006a005300,1
354,2500000f00000000000000000000a48a,2500000f00000000000000000000a48a,1
355,5700da00000000007a00000000316c5b,5700da00000000007a00000000316c5b,1
356,4400000500219f00000000530000000b,4400000500219f00000000530000000b,1
357,0d0000000000000000009d006a0b4f00,0d0000000000000000009d006a0b4f00,1
358,0000e0220000003e0043005df50000cb,0000e0220000003e0043005df50000cb,1
359,000000000000000000000000000000e3,000000000000000000000000000000e3,1
360,000032001f5d007a000000000000381b,000032001f5d007a000000000000381b,1
361,00001c00000031001400004100000000,00001c00000031001400004100000000,1
362,00004a000000001d3900000001000000,00004a000000001d3900000001000000,1
363,0000fc48000000be0000002f00000000,0000fc48000000be0000002f00000000,1
364,007d0000312200003000000000003a00,007d0000312200003000000000003a00,1
365,0000000000004e0000005e0300005d00,0000000000004e0000005e0300005d00,1
366,00002e04006f00900000000000009d00,00002e04006f00900000000000009d00,1
367,0000000000000000000000001a006569,0000000000000000000000001a006569,1
368,000000000000b945960003002d3d5940,000000000000b945960003002d3d5940,1
369,3500000000fb0200004a280000000000,3500000000fb0200004a280000000000,1
370,000000000000000000002c003b000042,000000000000000000002c003b000042,1
371,00060000060040000000006c00000000,00060000060040000000006c00000000,1
372,2100a7793b0f00004b0a003d07003a1c,2100a7793b0f00004b0a003d07003a1c,1
373,00a10028000000000000663fa70000a9,00a10028000000000000663fa70000a9,1
374,0000340000000000000007000000004d,0000340000000000000007000000004d,1
375,00003b3b0019000c3100000004001800,00003b3b0019000c3100000004001800,1
376,0000003d0011003c92007100350e007d,0000003d0011003c92007100350e007d,1
377,000000120042000000009a0000000029,000000120042000000009a0000000029,1
378,0000050000003d000002000000450000,0000050000003d000002000000450000,1
379,0000008b002d3800000000007a323089,0000008b002d3800000000007a323089,1
380,003d0000000000580000000011000000,003d0000000000580000000011000000,1
381,00000067000000000034002800010038,00000067000000000034002800010038,1
382,0039001100002148000000005f000026,0039001100002148000000005f000026,1
383,0000002f005d00002c00730000000000,0000002f005d00002c00730000000000,1
384,0000009800bf7b004b000009000d0000,0000009800bf7b004b000009000d0000,1
385,0051000b0000fd3f0000000000000000,0051000b0000fd3f0000000000000000,1
386,00352a5700481b2d031c008900007f00,00352a5700481b2d031c008900007f00,1
387,207f1e00007300390000be000000ac00,207f1e00007300390000be000000ac00,1
388,000000f5000000000000e10000980000,000000f5000000000000e10000980000,1
389,00080000000000000044000d130000ae,00080000000000000044000d130000ae,1
390,0000320000004300001d100000000004,0000320000004300001d100000000004,1
391,00009500d7739e340000200090006d00,00009500d7739e340000200090006d00,1
392,000000000000080000007300b8000068,000000000000080000007300b8000068,1
393,000817000000000000001c0000336415,000817000000000000001c0000336415,1
394,1b0b3c00000000000000000000003d00,1b0b3c00000000000000000000003d00,1
395,0000009100000000460000055a3a0000,0000009100000000460000055a3a0000,1
396,ce000000240000001a00000000000018,ce000000240000001a00000000000018,1
397,00000000050000000047002e00006100,00000000050000000047002e00006100,1
398,000000000000000000883d0000730000,000000000000000000883d0000730000,1
399,00000c1600001d0000002e0000000000,00000c1600001d0000002e0000000000,1
400,0000001e0000000000004bb300000062,0000001e0000000000004bb300000062,1
401,000000000000007a00d7000028000000,000000000000007a00d7000028000000,1
402,a478000000009a000000000000000000,a478000000009a000000000000000000,1
403,0000006e006c00000000004b00010000,0000006e006c00000000004b00010000,1
404,004d00000013003f0e00000000070000,004d00000013003f0e00000000070000,1
405,0000001d000055537e0000a100000000,0000001d000055537e0000a100000000,1
406,00000000007800000075000058000000,00000000007800000075000058000000,1
407,410a0000005300000000ad0000008700,410a0000005300000000ad0000008700,1
408,00001a00000000300022000000000000,00001a00000000300022000000000000,1
409,00000000000000007524002d0000000e,00000000000000007524002d0000000e,1
410,00000000000000003a00000000003299,00000000000000003a00000000003299,1
411,57000000000000ba2200440000009600,57000000000000ba2200440000009600,1
412,000000001600003500076d0000240060,000000001600003500076d0000240060,1
413,008f0000233c00000000000000002b00,008f0000233c00000000000000002b00,1
414,000000001fdc00005700001100000000,000000001fdc00005700001100000000,1
415,00520000000000000000000016000000,00520000000000000000000016000000,1
416,00001700330000000016000000000061,00001700330000000016000000000061,1
417,bc004622630000400000000000000014,bc004622630000400000000000000014,1
418,006e01003f00001900008c00001a0000,006e01003f00001900008c00001a0000,1
419,005e900001000b00000000001a000000,005e900001000b00000000001a000000,1
420,0021000000003900000000000000003b,0021000000003900000000000000003b,1
421,00006000000000000000000000000000,00006000000000000000000000000000,1
422,000000000000a8710000000000000000,000000000000a8710000000000000000,1
423,00004db9a000291b0000000000000000,00004db9a000291b0000000000000000,1
424,00221900000000630000000000000000,00221900000000630000000000000000,1
425,000000000900a0000000560000530000,000000000900a0000000560000530000,1
426,0000007014002d0000002537c6000000,0000007014002d0000002537c6000000,1
427,00004051000058a90098800000000015,00004051000058a90098800000000015,1
428,004000001f2f65000018000043000097,004000001f2f65000018000043000097,1
429,93000000002f000000151700007a003a,93000000002f000000151700007a003a,1
430,00000000008f002100000000000d003d,00000000008f002100000000000d003d,1
